"TABLE_SCHEMA","TABLE_NAME","TABLE_TYPE","COLUMN_NAME","DATA_TYPE","ORDINAL_POSITION","match_term"
"dbo","GC_LINE","BASE TABLE","StoreNo","int","5","store"
"dbo","GIFT_CERTIFICATE","BASE TABLE","StoreNo","int","4","store"
"dbo","GIFT_CERTIFICATE","BASE TABLE","SourceStore","int","11","store"
"dbo","HOLD_RECEIPT","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_RECEIPT","BASE TABLE","DocNumber","varchar","16","doc"
"dbo","HOLD_RECEIPT","BASE TABLE","DocReference","varchar","58","doc"
"dbo","HOLD_RECEIPT","BASE TABLE","ReverseDocNo","int","59","doc"
"dbo","HOLD_RECEIPT","BASE TABLE","SourceStore","int","71","store"
"dbo","HOLD_RECEIPT","BASE TABLE","ReasonCode","varchar","75","reason"
"dbo","HOLD_RECEIPT","BASE TABLE","SOStoreNo","int","79","store"
"dbo","HOLD_RECEIPT_LINE","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_RECEIPT_LINE","BASE TABLE","ReasonCode","varchar","12","reason"
"dbo","HOLD_SLIP","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_SLIP","BASE TABLE","OutToStore","int","9","store"
"dbo","HOLD_SLIP","BASE TABLE","DocNumber","varchar","17","doc"
"dbo","HOLD_SLIP","BASE TABLE","DocReference","varchar","28","doc"
"dbo","HOLD_SLIP","BASE TABLE","ReverseDocNo","int","29","doc"
"dbo","HOLD_SLIP","BASE TABLE","SourceStore","int","40","store"
"dbo","HOLD_SLIP","BASE TABLE","TDStoreNo","int","41","store"
"dbo","HOLD_SLIP_LINE","BASE TABLE","StoreNo","int","2","store"
"dbo","HOLD_SO","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_SO","BASE TABLE","DocNumber","varchar","23","doc"
"dbo","HOLD_SO","BASE TABLE","DocReference","varchar","64","doc"
"dbo","HOLD_SO","BASE TABLE","SourceStore","int","78","store"
"dbo","HOLD_SO","BASE TABLE","ReasonCode","varchar","80","reason"
"dbo","HOLD_SO","BASE TABLE","StorePickup","bit","99","store"
"dbo","HOLD_SO_LINE","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_SO_LINE","BASE TABLE","ReasonCode","varchar","8","reason"
"dbo","HOLD_VOUCHER","BASE TABLE","StoreNo","int","1","store"
"dbo","HOLD_VOUCHER","BASE TABLE","DocNumber","varchar","46","doc"
"dbo","HOLD_VOUCHER","BASE TABLE","DocReference","varchar","51","doc"
"dbo","HOLD_VOUCHER","BASE TABLE","ReverseDocNo","int","52","doc"
"dbo","HOLD_VOUCHER","BASE TABLE","SourceStore","int","63","store"
"dbo","HOLD_VOUCHER_LINE","BASE TABLE","StoreNo","int","1","store"
"dbo","HOOK_INFO","BASE TABLE","StoreNo","int","2","store"
"dbo","HR_IMPORT_PUNCHES","BASE TABLE","StoreNo","int","1","store"
"dbo","HR_PUNCH","BASE TABLE","StoreNo","int","1","store"
"dbo","IMPORT_COST","BASE TABLE","DocumentNote","varchar","9","document"
"dbo","IMPORT_COST","BASE TABLE","DocumentNumber","varchar","10","document"
"dbo","IMPORT_COST","BASE TABLE","DocumentDate","datetime","11","document"
"dbo","IMPORT_INVOICE","BASE TABLE","DocNumber","varchar","9","doc"
"dbo","IMPORT_INVOICE_ADDITIONAL_COST","BASE TABLE","DocumentType","int","4","document"
"dbo","IMPORT_INVOICE_ADDITIONAL_COST","BASE TABLE","DocumentDate","datetime","5","document"
"dbo","IMPORT_INVOICE_ADDITIONAL_COST","BASE TABLE","DocNumber","varchar","6","doc"
"dbo","IMPORT_INVOICE_ADDITIONAL_COST","BASE TABLE","ReferenceDocNumber","varchar","17","doc"
"dbo","IMPORT_INVOICE_ADDITIONAL_COST","BASE TABLE","ExternalDocNumber","varchar","20","doc"
"dbo","INVENTORY_CUSTOM_VIEW","BASE TABLE","StoredProcedure","varchar","6","store"
"dbo","INVENTORY_REQUEST","BASE TABLE","StoreNo","int","1","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","InvRequestId","uniqueidentifier","2","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","InvRequestNo","int","3","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ReasonCode","char","4","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","StatusCode","char","5","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","InvRequestDate","datetime","6","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","EmployeeCode","varchar","7","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","OutToStore","int","8","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","OutToStatus","bit","9","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","LineCount","int","10","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","CreatedBy","varchar","11","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","CreationDate","datetime","12","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ModifiedBy","varchar","13","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ChangeDate","datetime","14","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","DocNumber","varchar","15","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","Notes","varchar","16","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","VAT","bit","17","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","GLProcessed","bit","18","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","GLDate","datetime","19","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","DWProcessed","bit","20","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","DWDate","datetime","21","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ACCT1Processed","bit","22","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ACCT1Date","datetime","23","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ACCT2Processed","bit","24","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ACCT2Date","datetime","25","request"
"dbo","INVENTORY_REQUEST","BASE TABLE","ACCT3Processed","bit","26","request"
